objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll136,oocihm.lac_reel_c4715.1290.jpg,,,"List of Immigrant Children, p. 2","Dr. Barnardo's Homes; Owen, Alfred B.",1903-03-28,List of Barnardo Home Children sent to Toronto and Peterborough; The form has been typed; There is a line through the names of children.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; boys’ home; Toronto Boys' Home; Leopold House; Hazel Brae; Youths' Labour House; SS Canada,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, March 28, 1903. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1290,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.124
coll137,oocihm.lac_reel_c4715.1291.jpg,,,"List of Immigrant Children, p. 3","Dr. Barnardo's Homes; Owen, Alfred B.",1903-03-28,List of Barnardo Home Children sent to Toronto and Peterborough; The form has been typed; Four names are obscured by a smudge.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; boys’ home; Toronto Boys' Home; Leopold House; Hazel Brae; SS Canada,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, March 28, 1903. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1291,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.125
coll138,oocihm.lac_reel_c4715.1292.jpg,,,"List of Immigrant Children, p. 4","Dr. Barnardo's Homes; Owen, Alfred B.",1903-03-28,List of Barnardo Home Children sent to Toronto and Peterborough; The form has been typed; Four names are obscured by a smudge.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; boys’ home; Toronto Boys' Home; Leopold House; Hazel Brae; SS Canada,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, March 28, 1903. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1292,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.126
coll139,oocihm.lac_reel_c4715.1293.jpg,,,"List of Immigrant Children, p. 5","Dr. Barnardo's Homes; Owen, Alfred B.",1903-03-28,List of Barnardo Home Children sent to Toronto and Peterborough; The form has been typed; There is a line through the names of children.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; boys’ home; Toronto Boys' Home; Leopold House; Sheppard House; Hazel Brae; SS Canada,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, March 28, 1903. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1293,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.127
coll140,oocihm.lac_reel_c4715.1294.jpg,,,"List of Immigrant Children, p. 6","Dr. Barnardo's Homes; Owen, Alfred B.",1903-03-28,List of Barnardo Home Children sent to Toronto and Peterborough; The form has been typed; Two names are obscured by a smudge.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; boys’ home; Toronto Boys' Home; Sheppard House; Union Jack Shoeblack Brigade; Hazel Brae; SS Canada,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, March 28, 1903. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1294,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.128
coll141,oocihm.lac_reel_c4715.1295.jpg,,,"List of Immigrant Children, p. 7","Dr. Barnardo's Homes; Owen, Alfred B.",1903-03-28,List of Barnardo Home Children sent to Toronto and Peterborough; The form has been typed; There is a line through the names of children.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; boys’ home; Toronto Boys' Home; Union Jack Shoeblack Brigade; Hazel Brae; SS Canada,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, March 28, 1903. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1295,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.129
coll142,oocihm.lac_reel_c4715.1296.jpg,,,"Dr. Barnardo's Homes, 277363, [Statistics]",Dr. Barnardo's Homes,1903-09-03,"List of statistics describing movement of children to Canada for the twelve months ending June 30th, 1903.",Dr. Barnardo's Homes; statistics; boys’ home; Toronto Boys' Home; Barnardo Industrial Farm; Pacific Ave; 75 Bannerman St; girls' home; Hazel Brae,"Toronto, Canada",43.646305,-79.405358,"Barnardo Homes. Dr. Barnardo's Homes 277363. September 3, 1903. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1296,Image; Statistics; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.130
coll143,oocihm.lac_reel_c4715.1297.jpg,,,"List of Immigrant Children, 262934, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.",1903-04-29,List of Barnardo Home Children sent to Edmonton; The form has been filled in by hand,Dr. Barnardo's Homes; Alfred B. Owen; child identification,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, April 29, 1903. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n ",oocihm.lac_reel_c4715.1297,Image,image/jpeg,eng,Public domain,CC-BY-4.131
coll144,oocihm.lac_reel_c4715.1298.jpg,,,Indexing Note,Saundey,unknown,"Two slips of paper, one indicating indexing finished 27-1-5-9. Might mean 1959? There is an illegible signature. The second slip is addressed to Saundey. and lists details to index.",Saundey; Indexing,"Ottawa, Canada",45.424721,-75.695,"Saundey. Indexing Note. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns",oocihm.lac_reel_c4715.1298,,image/jpeg,eng,Public domain,CC-BY-4.132
coll145,oocihm.lac_reel_c4715.1299.jpg,,,"List of Immigrant Children, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.",1903-03-19,"List of 32 Barnardo Home Children arriving at Halifax aboard the SS Canada, and bound for Toronto, Peterborough, Winnipeg, and Russell, MB. The form is filled out by hand, but the list of boys' names and birth years is typed. The boys originate in the Newport Union, Easthampstead, Fareham, St. George's, Portsmout, Shoreditch, and Aston Workhouses.",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Canada; Shoreditch Union; Aston Union; st george's union Fareham Union; Portsmouth Union; Easthampstead Union; Newport Union,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, Mar. 28, 1903. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1299,Image; Ship manifest; typed; handwritten,image/jpeg,eng,Public domain,CC-BY-4.133
coll146,oocihm.lac_reel_c4715.1300.jpg,,,"List of Immigrant Children, p. 2","Dr. Barnardo's Homes; Owen, Alfred B.",1903-03-19,"List of 32 Barnardo Home Children arriving at Halifax aboard the SS Canada, and bound for Toronto, Peterborough, Winnipeg, and Russell, MB. The form is filled out by hand, but the list of boys' names and birth years is typed. The boys originate in the Newport Union, Easthampstead, Fareham, St. George's, Portsmout, Shoreditch, and Aston Workhouses.",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Canada; Shoreditch Union; Aston Union; St. George's; Fareham Union; Portsmouth Union; Easthampstead Union; Newport Union,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, Mar. 28, 1903. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1300,Image; Ship manifest; typed; handwritten,image/jpeg,eng,Public domain,CC-BY-4.134
coll147,oocihm.lac_reel_c4715.1301.jpg,,,"List of Immigrant Children, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.; Hoolahan, John",1902-10-07,"List of 125 (126 is crossed out) Barnardo Home Children arriving at Montreal via Portland, Me, on the SS Colonian, bound for Toronto, Peterborough, Winnepeg, and Russell, MB. The girls came from the Village Home. Their names and dates of birth are handwritten. One (Gladys Darby, b. Apr. 22, 1889) is crossed out with the faint note ""not aboard"".  ",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Colonian ,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, Oct. 7, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n ",oocihm.lac_reel_c4715.1301,Image; Ship manifest; handwritten,image/jpeg,eng,Public domain,CC-BY-4.135
coll148,oocihm.lac_reel_c4715.1302.jpg,,,"List of Immigrant Children, p. 2","Dr. Barnardo's Homes; Owen, Alfred B.; Hoolahan, John",1902-10-07,"List of 125 (126 is crossed out) Barnardo Home Children arriving at Montreal via Portland, Me, on the SS Colonian, bound for Toronto, Peterborough, Winnepeg, and Russell, MB. The girls came from the Village Home. Their names and dates of birth are handwritten. One (Gladys Darby, b. Apr. 22, 1889) is crossed out with the faint note ""not aboard"".  ",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Colonian,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, Oct. 7, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1302,Image; Ship manifest; handwritten,image/jpeg,eng,Public domain,CC-BY-4.136
coll149,oocihm.lac_reel_c4715.1303.jpg,,,"List of Immigrant Children, p. 3","Dr. Barnardo's Homes; Owen, Alfred B.; Hoolahan, John",1902-10-07,"List of 125 (126 is crossed out) Barnardo Home Children arriving at Montreal via Portland, Me, on the SS Colonian, bound for Toronto, Peterborough, Winnepeg, and Russell, MB. The girls came from the Village Home. Their names and dates of birth are handwritten. One (Gladys Darby, b. Apr. 22, 1889) is crossed out with the faint note ""not aboard"".  ",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Colonian,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, Oct. 7, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1303,Image; Ship manifest; handwritten,image/jpeg,eng,Public domain,CC-BY-4.137
coll150,oocihm.lac_reel_c4715.1304.jpg,,,"List of Immigrant Children, p. 4","Dr. Barnardo's Homes; Owen, Alfred B.; Hoolahan, John",1902-10-07,"List of 125 (126 is crossed out) Barnardo Home Children arriving at Montreal via Portland, Me, on the SS Colonian, bound for Toronto, Peterborough, Winnepeg, and Russell, MB. The girls came from the Village Home. Their names and dates of birth are handwritten. One (Gladys Darby, b. Apr. 22, 1889) is crossed out with the faint note ""not aboard"".  ",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Colonian,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, Oct. 7, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n ",oocihm.lac_reel_c4715.1304,Image; Ship manifest; handwritten,image/jpeg,eng,Public domain,CC-BY-4.138
coll151,oocihm.lac_reel_c4715.1305.jpg,,,"List of Immigrant Children, p. 5","Dr. Barnardo's Homes; Owen, Alfred B.; Hoolahan, John",1902-10-07,"List of 125 (126 is crossed out) Barnardo Home Children arriving at Montreal via Portland, Me, on the SS Colonian, bound for Toronto, Peterborough, Winnepeg, and Russell, MB. The girls came from the Village Home. Their names and dates of birth are handwritten. One (Gladys Darby, b. Apr. 22, 1889) is crossed out with the faint note ""not aboard"".  ",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Colonian,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, Oct. 7, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n ",oocihm.lac_reel_c4715.1305,Image; Ship manifest; handwritten,image/jpeg,eng,Public domain,CC-BY-4.139
coll152,oocihm.lac_reel_c4715.1306.jpg,,,"List of Immigrant Children, p. 6","Dr. Barnardo's Homes; Owen, Alfred B.; Hoolahan, John",1902-10-07,"List of 125 (126 is crossed out) Barnardo Home Children arriving at Montreal via Portland, Me, on the SS Colonian, bound for Toronto, Peterborough, Winnepeg, and Russell, MB. The girls came from the Village Home. Their names and dates of birth are handwritten. One (Gladys Darby, b. Apr. 22, 1889) is crossed out with the faint note ""not aboard"".  ",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Colonian,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, Oct. 7, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n ",oocihm.lac_reel_c4715.1306,Image; Ship manifest; handwritten,image/jpeg,eng,Public domain,CC-BY-4.140
coll153,oocihm.lac_reel_c4715.1307.jpg,,,"List of Immigrant Children, p. 7","Dr. Barnardo's Homes; Owen, Alfred B.; Hoolahan, John",1902-10-07,"List of 143 (original number crossed out) Barnardo Home Children arriving at Montreal via Portland, Me, on the SS Colonian, bound for Toronto, Peterborough, Winnepeg, and Russell, MB. The form is filled in by hand but the names, and year of birth are typed. The boys came from the Youth's Labour House and the Stepney Boys' Home, and one from the Union Jack Shoeblack Brigade. More than a dozen names are crossed out with the note ""over age 18"", with a few more crossed out as ""not on board"". ",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Colonian; Union Jack Shoeblack Brigade; Stepney Boys' Home; youths' Labour House,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, Oct. 7, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n ",oocihm.lac_reel_c4715.1307,Image; Ship manifest; typed,image/jpeg,eng,Public domain,CC-BY-4.141
coll154,oocihm.lac_reel_c4715.1308.jpg,,,"List of Immigrant Children, p. 8","Dr. Barnardo's Homes; Owen, Alfred B.; Hoolahan, John",1902-10-07,"List of 143 (original number crossed out) Barnardo Home Children arriving at Montreal via Portland, Me, on the SS Colonian, bound for Toronto, Peterborough, Winnepeg, and Russell, MB. The form is filled in by hand but the names, and year of birth are typed. The boys came from the Youth's Labour House and the Stepney Boys' Home, and one from the Union Jack Shoeblack Brigade. More than a dozen names are crossed out with the note ""over age 18"", with a few more crossed out as ""not on board"". ",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Colonian; Union Jack Shoeblack Brigade; Stepney Boys' Home; youths' Labour House,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, Oct. 7, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n ",oocihm.lac_reel_c4715.1308,Image; Ship manifest; typed,image/jpeg,eng,Public domain,CC-BY-4.142
coll155,oocihm.lac_reel_c4715.1309.jpg,,,"List of Immigrant Children, p. 9","Dr. Barnardo's Homes; Owen, Alfred B.; Hoolahan, John",1902-10-07,"List of 143 (original number crossed out) Barnardo Home Children arriving at Montreal via Portland, Me, on the SS Colonian, bound for Toronto, Peterborough, Winnepeg, and Russell, MB. The form is filled in by hand but the names, and year of birth are typed. The boys came from the Youth's Labour House and the Stepney Boys' Home, and one from the Union Jack Shoeblack Brigade. More than a dozen names are crossed out with the note ""over age 18"", with a few more crossed out as ""not on board"". ",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Colonian; Union Jack Shoeblack Brigade; Stepney Boys' Home; youths' Labour House,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, Oct. 7, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n ",oocihm.lac_reel_c4715.1309,Image; Ship manifest; typed,image/jpeg,eng,Public domain,CC-BY-4.143
coll156,oocihm.lac_reel_c4715.1310.jpg,,,"List of Immigrant Children, p. 10","Dr. Barnardo's Homes; Owen, Alfred B.; Hoolahan, John",1902-10-07,"List of 143 (original number crossed out) Barnardo Home Children arriving at Montreal via Portland, Me, on the SS Colonian, bound for Toronto, Peterborough, Winnepeg, and Russell, MB. The form is filled in by hand but the names, and year of birth are typed. The boys came from the Youth's Labour House and the Stepney Boys' Home, and one from the Union Jack Shoeblack Brigade. More than a dozen names are crossed out with the note ""over age 18"", with a few more crossed out as ""not on board"". ",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Colonian; Union Jack Shoeblack Brigade; Stepney Boys' Home; youths' Labour House,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, Oct. 7, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n ",oocihm.lac_reel_c4715.1310,Image; Ship manifest; typed,image/jpeg,eng,Public domain,CC-BY-4.144
